Gene Name,Control_1,Control_2,Control_3,KO_1,KO_2,KO_3
rpoC,32144000,27876000,16709000,25664000,27452000,21104000
gdhZ,30783000,27132000,16343000,19289000,21274000,17230000
rpoB,32908000,29162000,16587000,26168000,27069000,20876000
putA,41257000,36150000,24990000,24859000,27692000,23306000
gltB,4974600,4334200,3135400,2797400,2852700,2198300
alaS,25977000,22821000,22135000,17026000,18997000,16816000
CCNA_02721,20577000,17850000,20934000,18094000,20422000,18802000
CCNA_03686,2392400,2173800,1627700,1780400,1908500,1532500
CCNA_00974,8381500,6336900,5550900,27852000,30734000,26489000
carB,15187000,13746000,12987000,9826600,10825000,9064800
fusA,78938000,77607000,115160000,73877000,87025000,92063000
CCNA_01155,39110000,34265000,39209000,27370000,32223000,31374000
CCNA_01034,32438000,26077000,32400000,28815000,32784000,29830000
bamA,22216000,19442000,22142000,17890000,20540000,18037000
secA,14929000,13971000,7090500,7476200,8068700,6986700
tipN,4367700,3618900,2576000,2486800,2726700,2071400
chvT,90739000,78078000,90638000,57141000,67981000,61513000
ileS,13448000,11880000,13783000,9270100,10769000,10584000
vor,5473300,4233000,2290700,8118900,8645900,7223400
CCNA_00115,11631000,9914800,11898000,9800900,11554000,9783100
valS,13732000,12449000,14134000,11421000,13000000,12531000
CCNA_02661,23527000,22980000,25891000,8943500,9560100,8817000
gyrA,11505000,10578000,7356000,6535100,6962600,5953400
CCNA_03699,15839000,13990000,17287000,12903000,13749000,12751000
CCNA_03619,56575000,50960000,57258000,56087000,63270000,56171000
leuS,13157000,11229000,13937000,10638000,12081000,9527700
CCNA_00210,84788000,74826000,83174000,52580000,60419000,52519000
CCNA_01538,32160000,31150000,30126000,25075000,27433000,27082000
CCNA_02237,15879000,13934000,16803000,12576000,14567000,12960000
CCNA_01202,12197000,10427000,11765000,7716400,9013000,8109700
CCNA_02048,49058000,39173000,49360000,32922000,37190000,28999000
lptD,9479100,8036300,9228300,6886300,7827300,7025500
acnA,34861000,32097000,30708000,24461000,26697000,22795000
CCNA_03467,4725900,4038500,4508700,4347300,5045800,4627100
CCNA_00074,28618000,25369000,20890000,21748000,24294000,21245000
clpB,3096200,2661100,2150500,2630500,2944500,2469600
CCNA_03023,21427000,16771000,20222000,13398000,16069000,14267000
CCNA_02566,6278400,5275100,4864600,5508700,6281600,5776000
CCNA_03680,3936600,3459100,2414900,2625400,2759000,2329500
CCNA_00858,8151800,7645900,8152100,3381800,3389200,3248800
pnp,44609000,39469000,27114000,25531000,27157000,22888000
smc,659330,562980,485150,740640,818830,751200
CCNA_01036,9767700,8325400,9540400,9144100,10612000,8983500
CCNA_03802,9474800,8212100,11366000,10012000,9913700,9553400
CCNA_03663,10999000,9593500,6580100,6605600,7097700,5286300
thrS,21561000,18264000,16674000,12488000,13498000,12016000
dnaK,37182000,32161000,31489000,24337000,27694000,22907000
sucA,8991400,9095900,4888300,6835300,7587000,6129500
CCNA_01826,63120000,59302000,62656000,43505000,53589000,68423000
glyS,8544900,6893000,3295900,4790100,5066600,3832300
CCNA_01738,30575000,27234000,30776000,21991000,26429000,22644000
thiC,17420000,16696000,21905000,27447000,33454000,29645000
lysS,7859600,7425800,9825300,8003000,9370600,10315000
ppc,2615500,2040600,1294600,734560,778890,562880
mfd,3365900,3094900,3076200,2238600,2420900,2127200
CCNA_03205,19510000,18380000,22066000,15720000,16519000,16198000
CCNA_00451,2648400,2375100,2627000,2153900,2583300,2328000
CCNA_01676,392760,343920,356950,486370,522760,512400
clpA,5753600,4614900,1863000,3718700,4002300,3160300
CCNA_02743,17618000,14937000,17005000,14836000,18159000,15021000
CCNA_02753,11245000,10017000,10821000,4487200,5637300,4800000
CCNA_00163,8165400,6297300,2697500,4947500,5073000,3674500
CCNA_00290,16012000,13179000,16188000,12814000,14670000,12494000
bipA,17561000,15543000,18111000,12697000,14919000,12811000
CCNA_01042,22357000,18459000,22558000,12911000,16262000,13851000
CCNA_01194,2918500,2372400,2821000,2132700,2263500,1960600
uvrA,2445700,1928800,1203100,1651800,1735700,1613900
creS,10058000,8785500,9858800,7129400,8142100,7469200
CCNA_03615,6156500,5011600,6358800,6170100,7007600,5522000
groEL,87162000,84649000,57695000,65516000,65777000,54391000
CCNA_00970,5300000,4796100,5471500,3881500,4544400,3887600
malA,2441600,2090200,2512800,1664900,2077600,1869500
CCNA_02065,9279500,8626100,10080000,12088000,14152000,12566000
polA,3042000,2757700,2024800,2244000,2500900,2073700
CCNA_03702,58580000,52045000,48604000,28869000,32019000,28095000
CCNA_03444,4848400,3610600,3725600,3146500,3685000,3114500
CCNA_03574,4220400,3454800,4048300,2019400,2763200,2438900
CCNA_03839,3106000,2467500,2896300,2071300,2384300,2195500
CCNA_00214,1939200,1618500,1993500,1625500,1817600,1597900
CCNA_01029,1083900,960050,1172700,986820,1125400,1059500
CCNA_02454,885970,863560,946840,862020,993590,914930
CCNA_02250,7579400,6915700,4645200,5854900,6414300,5264400
CCNA_03227,7306500,6260800,6895100,8663400,10176000,8919100
CCNA_03149,1220400,1098000,1319400,908820,1094900,1032900
ftsH,10459000,8804500,5106900,5216500,5543900,4295300
atpA,9327000,22843000,9672900,2594300,3113200,3253600
CCNA_00028,4697800,2666500,3041700,8270200,9275100,7668000
flaY,548890,487390,534410,456930,561940,490760
CCNA_00839,5562700,4842100,5904100,3896400,4827400,4184000
rne,1114900,1348600,785330,961360,968480,964650
rpoD,5742800,4675000,2193500,3822900,3893900,3143500
CCNA_03355,3937200,3556800,4257100,3048300,3040100,3067900
tig,75684000,67961000,81530000,52333000,60415000,57668000
argS,3577700,3139100,2596300,3949800,4400100,4173500
cysI,3146000,3149600,4272300,2354500,3042500,2496600
CCNA_01109,7161900,6508200,7180500,6394900,7437700,7466400
katG,4354100,3980000,4436400,4354100,5594200,4015900
gyrB,7687200,6545300,2908600,4629600,4950300,4213600
sucC,28879000,28430000,24996000,24223000,27868000,28105000
ligA,2688000,2268200,2646100,2126200,2420500,2012900
metE,12891000,12771000,17754000,14549000,17337000,17170000
guaB,8636700,7618400,3336700,3658400,3806300,3287500
CCNA_02050,13345000,10899000,13278000,12680000,14513000,12554000
hutA,184940,127210,151280,747190,856450,629210
CCNA_02221,1920000,1582500,1689200,1376300,1511200,1193600
CCNA_03801,4350500,4053100,4433200,4436000,5087300,4849700
CCNA_02704,5114900,4658200,3182800,2311700,2455900,2035400
CCNA_00346,13788000,13175000,10289000,8061500,8661300,8483000
CCNA_00615,1883900,1646500,1819500,928900,1117200,1079200
ahcY,26899000,27640000,27038000,22119000,25850000,24580000
CCNA_00439,8906000,7710500,6242200,6091400,6406600,5183000
sdpA,1495600,1218200,884760,975990,1119800,1061000
nuoG,18749000,16271000,17440000,12493000,14102000,14533000
CCNA_01971,18930000,16075000,11501000,10570000,11155000,9158600
CCNA_01396,2991600,2645600,2843600,2399200,2701700,2596900
atpD,5517800,16162000,6051400,1473200,1700200,1950100
CCNA_03422,3884000,3529900,3963500,3699900,4085300,3721500
CCNA_03816,7276800,6750200,8545200,7801700,8024700,7763200
nusA,28873000,25760000,26251000,20069000,22242000,22547000
acrB2,3593400,3266100,2313300,2175800,2234600,1620600
CCNA_01035,11051000,9257600,10830000,11375000,12986000,11818000
CCNA_01165,1210600,1130800,1000400,1004600,1136100,1146800
CCNA_00695,2971800,2938900,3785500,2538300,2442000,2603000
purL,8310700,8193100,10462000,7685400,8967200,8699300
CCNA_03322,13172000,11148000,10408000,6393800,6957800,6339800
CCNA_03522,2333600,2155600,3212400,2724400,3183600,2765800
CCNA_00083,2200200,2049500,3384900,2422800,2926000,3254800
glmS,2981300,2745300,3989000,3474300,3970400,3986300
cheAI,3688000,3241300,3283900,2757300,3253700,3366800
CCNA_00338,4061700,3464700,3787700,5358000,6587100,5743800
CCNA_00392,6166900,6094100,7373000,7421600,8886200,10137000
CCNA_00138,4434300,3376600,4212200,3271200,3740800,3361100
pbp1A,1712100,1464600,1315500,966870,1001700,854350
pepA,2389100,1989100,2734400,3316100,3975900,3618800
CCNA_01675,895190,746810,840790,823050,955400,880690
CCNA_01859,2948900,2636700,3241600,2490100,2903900,2551200
pheT,7926600,6794400,5039600,4483300,4675000,3992900
CCNA_01444,1565600,1410800,973220,897330,1015900,875970
CCNA_02607,25402000,24935000,34629000,30849000,36767000,39457000
CCNA_02261,3792100,3400400,2268600,2823000,2964600,2189000
CCNA_01830,1395400,1098200,1595000,1189800,1325000,1091900
gatB,11918000,11262000,13935000,11047000,12769000,13698000
CCNA_02572,6912600,5796500,5085300,3878700,4138000,3335100
addA,296520,271630,224270,215380,233960,218160
CCNA_03531,4136500,3920900,3927700,3530900,4269500,3825800
tuf,63072000,59226000,93677000,59785000,75020000,75944000
guaA,4592000,4444300,5935300,4424500,5187000,4718200
pgi,4159300,3855900,5519600,4511900,4959300,4436900
CCNA_00315,2225300,1986600,1655500,1628800,1714800,1443800
CCNA_00591,2631600,2332800,2774800,2322900,2801600,2238400
CCNA_00313,4198700,3940400,4899900,4694500,5306400,5091100
metK,13588000,11866000,8744100,9833100,10758000,9106900
CCNA_01139,15937000,14078000,16390000,11772000,13629000,12636000
CCNA_00398,15022000,13277000,16362000,12950000,15096000,14565000
ptrB,3203600,3237500,4519200,3442500,3952100,5397300
CCNA_01695,225030,198080,241550,208700,256930,210180
CCNA_01083,1955000,1733600,1297700,1180000,1313200,1219500
CCNA_01180,1449200,1255400,1474200,1065600,1349800,1081700
aspS,9709800,8884400,9139100,6786100,7399800,6312100
CCNA_01593,4688100,4297500,5281300,3910200,4469700,3909900
CCNA_01196,1290200,1094000,1284900,968780,1140500,1041300
CCNA_01983,16490000,15526000,10888000,10856000,12078000,11142000
CCNA_02352,3894000,3611000,4427700,3761800,3711800,3377600
CCNA_03013,3500500,3049900,3505500,2253900,2629900,2401600
addB,375410,344520,334210,337010,357530,316490
CCNA_03414,3688300,3053200,4308900,3465800,4190300,3841300
CCNA_03642,11592000,9699500,8075700,8825900,9919500,7924000
divL,1592100,1342100,930830,1057900,1154400,978590
acsA,1189300,1048600,1773200,1391700,1707700,1664200
pbpC,514380,490320,403860,357060,404370,439330
CCNA_03548,6428700,5590400,6417100,4352600,4993200,4905700
eno,36424000,35435000,24360000,23434000,25299000,21274000
lon,1563700,1476600,589740,720240,685740,623790
metG,5207000,4771500,7729900,5698200,6659000,5836400
CCNA_00162,21952000,18258000,25540000,12183000,14066000,12077000
xylD,832980,772220,656280,570800,575710,521060
CCNA_01352,1321000,1116300,803620,964120,1050400,843660
rsaFb,8556000,7215100,8554100,6519200,7448100,6254000
fzeA,7386500,6722900,6228100,5009700,5574000,5669300
CCNA_01832,1522400,1309600,1579100,928580,962380,1002000
zwf,4120800,3819300,2656500,2046100,2257100,2107700
nuoD,11838000,10448000,8584300,7459100,8054100,6147900
sufB,3989700,3874900,4145000,3542800,3954500,3896400
ettA,4500600,4240600,3433900,3255400,3465100,3410500
CCNA_02622,7275700,6010800,6945700,6199900,7266300,6579600
serS,6577000,4973500,3614500,5804700,6639500,6108400
CCNA_00456,338070,293420,357320,289000,343360,315540
CCNA_00021,1483600,1287800,1248500,1135200,1239900,1094700
CCNA_00933,4865000,4105200,4906600,4534700,5194100,4472900
CCNA_01162,1078400,906620,1398500,1101800,1207900,1217800
CCNA_01223,2331000,2234100,2752500,2670600,3293300,3428800
CCNA_01203,1381700,1195300,1354700,859640,1023500,975030
nagA,2206200,2112600,2268600,1139800,1388400,1318600
prfC,5206700,4254400,4679000,4837700,5515800,4738800
ppk1,469390,429490,387930,202170,226150,206690
CCNA_00849,9248000,8061900,8733900,6515700,7122700,6044700
CCNA_02106,1325700,1202100,1306100,454770,499500,432120
gltX,7524700,6859500,8908100,6179900,7233900,6569900
CCNA_02365,903750,836710,933510,762550,888870,930760
CCNA_01966,502860,453850,355570,248360,273950,217380
CCNA_02914,12200000,11114000,14237000,5530500,5569300,4925900
CCNA_03752,6587000,6737300,8860400,7105000,8414300,9599800
CCNA_03146,4454500,4069200,5820300,4531600,4959000,4754000
trpB,6442000,6284800,8630100,6942500,7911800,8201000
CCNA_03735,8969400,7911400,5129500,6125500,6489300,5942900
asd,10292000,9851900,10095000,8020500,9322600,9789600
amn,6645000,6032200,4159400,3420500,3767700,3260600
CCNA_00565,8152900,7401300,8740800,6851600,8216600,7227400
CCNA_00610,1226700,1077000,1158400,872340,991660,827850
recJ,753560,683680,726280,592910,694340,661040
CCNA_00424,5374200,4975800,7824900,7345500,8826000,8108200
CCNA_00995,1129600,1158600,1804200,2964500,3748800,4199900
CCNA_01737,944450,816610,571730,641320,704690,610050
ntrX,1117400,731950,252800,833290,872060,666370
CCNA_02558,3223600,2958200,3328400,3465700,4219000,4029000
CCNA_02387,4512200,4245500,5449200,5311100,6184900,5632100
CCNA_02093,578810,569520,672820,465680,422440,469720
CCNA_02384,6031900,5307800,4815500,4337600,5031700,4604000
CCNA_02754,5561700,5140000,6594200,6585300,7873900,7609100
dgcB,4974400,5010100,6607800,4853300,6029800,6715600
uvrB,427770,406250,474650,497730,614470,550500
srp,1200700,944850,556750,673050,766370,565260
CCNA_03382,3273300,2695300,3129100,353510,533940,460510
gcvT,12033000,11238000,19619000,13154000,15547000,16100000
nadE,1584800,1349700,954040,978620,1056700,750250
CCNA_03777,2493500,2240700,2690700,2611300,3156800,2713800
fadJ,2443600,2358800,3170700,2635100,3358900,3676500
hisS,4756400,4216900,4455000,3758600,4174200,3799300
rho,3482100,3753800,2227300,1114300,1019400,990820
gatA,11609000,11391000,13698000,10848000,12587000,12956000
yidC,3031900,2143800,503770,1590700,1701600,1161000
astD,8728600,8226700,12639000,5867800,7499300,6811900
CCNA_00395,806020,752600,1209800,871140,1043800,1015900
infB,851160,754190,721420,1009400,1185900,953530
argD,19000000,14074000,14188000,12249000,16376000,12952000
CCNA_01021,562430,475350,590580,236640,282220,236830
CCNA_00831,235600,233170,264890,227430,279730,266070
CCNA_01122,2384400,1737500,1445500,2164600,2607600,2037700
CCNA_00617,6108900,5285600,7062300,2633700,3688000,3034800
acrB3,937340,805450,580250,535940,573510,508890
CCNA_01353,1357800,1256600,1473700,1278700,1391300,1354500
CCNA_01368,4562700,4363800,3609300,2647500,3123300,3216500
glyA,12707000,12324000,19413000,15446000,18811000,18849000
CCNA_01019,561980,515730,623790,406240,425670,438210
pepA,10214000,9701000,7295700,6846600,7312200,6199600
CCNA_01856,826520,698210,821630,664220,729450,668440
glnA,25935000,26472000,15826000,16846000,18908000,17660000
CCNA_02459,2284000,2168700,2834200,2078400,2571600,2271900
CCNA_02357,11554000,10385000,8816900,6282100,6886400,6489800
CCNA_02662,5128500,4686800,5563800,4608100,5136300,4709900
CCNA_03431,2584300,2272300,2590200,2057700,2343400,2289600
argH,3280200,2929200,2697100,1998400,2187300,1724700
CCNA_02933,5113300,7553200,6795100,899690,877680,839540
CCNA_03097,2738500,2488100,4481000,4958700,5680400,5588300
CCNA_03177,547100,499380,498130,516960,606370,478840
CCNA_03675,861390,747210,568570,726520,791160,699360
CCNA_03603,2294600,2015700,2041200,2086900,2428500,2013400
CCNA_03247,1253500,1026800,853030,913310,958590,730990
CCNA_03358,31429000,29157000,31179000,26841000,29120000,27615000
tyrS,6221800,5633700,6466200,5736000,6236500,5714000
rpsB,19069000,15924000,8073700,11354000,11907000,9620300
podJ,514190,443210,350310,286460,305960,267450
argG,11629000,11404000,9744300,8633200,9427000,9098600
hutU,2930400,2898800,3676900,6612900,7516200,7494300
lepA,7307000,5975400,7309100,4845700,5510400,5302000
purH,4135200,3770100,5038200,3585900,4022600,3641700
CCNA_00200,11599000,11375000,18524000,11707000,14528000,17441000
CCNA_00466,2903600,2182000,915440,2078400,2218700,1542200
CCNA_00544,17110000,15708000,21930000,22142000,26134000,21839000
CCNA_00851,5175200,4639200,3470900,2530700,2772900,2363400
iolC,1288100,1188900,1168900,891690,995200,835380
CCNA_01100,921660,739780,809730,860710,1007200,784910
rsaFa,1965500,1660300,1449000,2515800,2773400,2381500
parC,406730,392770,105350,176560,176020,152230
bamB,6601300,6455200,6763900,4429400,5110700,5010400
CCNA_01759,6055200,4833000,6803800,5995000,6146500,5489400
hisD,2028000,1991200,2943000,2345300,2784500,2799900
CCNA_01936,1636400,1621100,2360200,2170500,2631400,2798600
CCNA_03148,1792000,1581200,1886300,1581100,1618300,1569100
CCNA_03184,1587700,1459800,1750900,1393200,1676600,1394800
CCNA_02054,4141500,3892500,2436700,3011100,3160600,2574200
CCNA_02627,3682900,3377200,4998200,4177600,4277800,4646700
CCNA_02616,5072300,4911900,8310400,13454000,15014000,15207000
edd,2774100,2812700,2675900,1951000,2252700,2627700
gcvPB,17701000,16503000,13624000,11159000,12405000,10369000
CCNA_03102,2285700,2099500,2507900,2591600,2827300,2684900
CCNA_03504,2321200,2179300,2583200,2319300,2552000,2519500
acrB,1020500,938530,677710,644480,692080,509940
CCNA_03032,1379900,1251000,781050,1019900,1079000,1303800
CCNA_03127,6074700,5205500,6357500,4707400,5693400,5332900
CCNA_03183,860390,764650,1055400,857330,973330,867000
CCNA_03575,2269600,2047400,3516000,2302900,2975500,2662500
mnmG,323330,244540,170350,212940,236390,211380
frr,7701300,5561600,6784000,5289700,6858100,6225100
clpX,10541000,8495900,5890400,5569000,6346900,4960800
purA,5982700,5489800,6654200,6395300,6871600,6050700
leuA,2717300,2426300,2343000,936050,1087400,796610
purD,4232500,3808400,6813900,4750200,5406000,5239400
trpS,9007300,8690200,9166600,5645100,7080200,6804800
CCNA_00311,3112100,3062200,4304500,3556900,4283100,4214100
CCNA_00367,11328000,9592000,10314000,8325800,9488800,8001900
CCNA_00938,9587700,8941000,9723900,6949200,8151500,7532400
CCNA_00348,899590,777470,537380,567370,622670,509230
CCNA_00726,1134400,822640,498890,445110,497430,433230
CCNA_00109,7046400,6061100,7359500,6742400,7689900,6637200
CCNA_00224,836030,726330,729160,838230,883140,807870
CCNA_01382,1409000,1343000,1376900,1271300,1711600,1772300
CCNA_00886,12169000,11609000,12312000,5072100,6159500,6109700
CCNA_00989,1114000,933080,1037300,882000,997250,918940
ldtD,1667900,1348900,1551600,1231300,1459500,1440500
CCNA_01077,296200,233030,235540,182440,196630,185210
CCNA_01636,4041900,3654400,4119300,4076400,4552200,4436600
astB,1569600,1448300,2384400,2124000,2493400,2460500
CCNA_02062,1188300,937100,836830,1161200,1320300,1402400
CCNA_01090,1960400,1801900,2004600,2137900,2333400,1998300
cckA,878810,762950,428080,631580,658640,584030
glpK,963810,888090,1267000,1024300,1248500,1154300
CCNA_01301,240780,219520,267420,250950,280900,269700
CCNA_01925,1871700,1655500,1254900,1051800,1165200,1035100
metZ,2408300,2312000,2161600,1711900,1981600,1857500
trpE,2487800,2294800,2347800,2036200,2293300,2466300
CCNA_01639,1031000,964630,1248900,674530,693540,693410
CCNA_02846,7163700,6150800,6767500,5839100,6487400,6204400
CCNA_01750,7835500,7490200,12600000,10278000,12501000,12001000
CCNA_02347,3846200,3863400,5664600,4418300,5191500,4808900
CCNA_03248,29354000,23693000,27793000,23260000,26619000,22703000
CCNA_02725,762990,677210,843060,451120,567720,500640
CCNA_02252,6144100,5393600,3622600,4597700,5062200,3851400
argD,7247700,7656800,11059000,7201100,8292000,10570000
CCNA_02473,306040,273750,185560,198280,228600,188800
CCNA_03689,53812000,49219000,43065000,36985000,45301000,34613000
CCNA_03695,3625800,3249400,2488100,2229500,2540400,2335700
dxs,3611400,2948000,1855300,3316100,3701500,3260100
cgtA,3059100,2421900,2719800,2552700,2882300,2523700
aroB,1411900,1250700,2085000,1455700,1807100,1689000
ilvD,735570,769560,865300,579610,670810,831530
CCNA_00233,2845200,2430100,2067000,2201200,2421700,2042100
CCNA_00075,9454900,8905800,7422600,7196200,8016700,6992900
CCNA_01164,1294600,1168500,705030,1059300,1179900,892440
CCNA_01807,1899500,1639800,1744600,1343100,1574000,1498700
CCNA_00708,480890,405950,269370,312380,340570,310510
CCNA_01563,12133000,11449000,9689500,3965400,4053300,3633400
CCNA_01285,867440,787900,1336700,1189000,1389200,1345600
ptsP,328400,271870,97315,262250,275920,218070
CCNA_01752,1778800,1642100,1444800,1247600,1243500,1342500
sppA,4001800,3798200,2517500,1878100,1949800,1526100
purF,3294500,3175200,2989800,2486800,2817600,2468300
CCNA_01800,4348800,3908400,2492900,3578300,3894800,2853200
CCNA_01805,6114500,5862500,5336800,5172300,5966700,5197400
CCNA_02198,1893100,1747800,3171200,2416700,2783100,2768000
nuoF,9617300,7507600,8325700,6045700,7351900,5898400
CCNA_02085,2879400,2630200,2607100,2303300,2517700,2299200
secD,6243100,5179100,3194800,3527000,3678100,4040300
cysC,851760,715390,407280,437600,479380,359690
CCNA_01583,4976400,3341600,4054100,3498100,4764100,3757800
CCNA_02174,9413700,7787700,6613100,5714800,6331600,5146200
CCNA_02325,7696300,6990500,10236000,6992200,7968200,7586600
CCNA_02701,1084400,938680,745540,581110,577020,574320
CCNA_02545,4491700,4073100,4507500,3448800,3922600,3912500
CCNA_03510,2864800,2686400,4223700,2272600,2701700,3079200
tolB,5319100,4496600,5109900,5199300,5832100,4935000
argJ,2017500,1797100,1477700,749140,901460,783760
rfaE,2010500,1625500,2279800,2005500,2394300,2182700
hslU,3133500,2420200,1277400,2425400,2705700,2272800
parB,3517900,3075400,3499800,1907900,2183500,2257500
pyrG,3437200,2966100,2045200,2178800,2507600,2390900
tsf,27984000,26765000,46583000,27176000,33121000,33213000
hemC,1097700,1009200,1721000,1276700,1431800,1659000
dnaN,11732000,9870000,11979000,8880000,9866900,8317500
pheS,3004800,2773600,2191300,1683200,1859000,1843800
CCNA_00078,7149600,6650700,6803500,6655800,7428500,7296200
cenK,521710,442760,285180,338460,360020,297750
pbpX,273170,240370,112780,135400,152220,139880
CCNA_01183,5880600,5404300,5729200,4018100,4165200,4115000
CCNA_00413,1063400,788610,316710,794520,882610,724710
CCNA_01012,671070,661510,920040,1229600,1420100,1259600
CCNA_01189,270510,263060,265880,271210,320590,378240
CCNA_00601,2719000,2332600,2645900,1930700,2338200,2179800
CCNA_01274,896070,855580,784150,825860,907180,805500
CCNA_01575,8441600,7324900,8624300,7867100,8654100,7934400
CCNA_01955,1117500,908390,981780,1120100,1303600,1119100
CCNA_01369,5900900,6108100,5019900,3159400,4011600,4053500
glpX,3905100,3716200,3815400,3030500,3408900,3269500
CCNA_01517,1075700,915240,1267700,1028900,1240200,939150
flbA,867710,753160,487490,714990,811990,683480
popA,819700,624600,504220,1045600,1280400,1130500
CCNA_01677,2340900,2404100,2781800,3014300,3929300,4201200
pdhA,6879000,5848500,3536300,5375900,5639600,4804300
CCNA_02540,9120600,8107100,9925100,7946400,9420600,8826100
topA,330800,404870,201190,137380,147780,140340
CCNA_02401,2521500,2156700,2344100,2112700,2504000,2140900
CCNA_02915,7740500,7127200,9079100,3540700,3605000,3449300
CCNA_03206,1720300,1513800,2424800,1737300,2068200,1851600
CCNA_03299,2373200,2076000,2265300,2058600,2212300,2126300
CCNA_02180,2802400,2387300,2044800,2158900,2416400,2045900
CCNA_03249,1840200,1487800,1719500,1525400,1774400,1474800
CCNA_02457,3829800,3338800,3695300,2810300,3304500,2882000
ispH,964660,794930,1385500,1122400,1263100,1179400
CCNA_03314,3583300,3315900,4380200,3166300,3785900,3827400
CCNA_03315,560090,502660,809800,679100,760620,687280
CCNA_02935,332820,280160,230630,214840,223040,159500
CCNA_03527,2305300,2224700,3660200,3092200,3658600,4079100
glmM,2492500,1854300,1352200,2044600,2107200,1393000
xseA,736830,651130,608340,670270,727050,652700
rplB,11804000,10344000,6101600,9561500,9995000,7386800
rpoA,14841000,11776000,8288800,10700000,11198000,7433400
pgk,5466800,4821300,8720600,6034100,7079300,6739300
era,2474200,2250600,2345500,1769000,2210300,2086200
CCNA_00573,164560,138620,170990,144880,157940,136510
CCNA_00465,745190,693890,684130,890910,1041600,1063400
sucB,5020900,4820800,2832600,5689000,6333200,4528500
CCNA_00302,3447900,2990100,3730900,3326000,3695100,3485400
prfA,2316700,2017000,2254700,1803600,2147200,1969900
CCNA_00487,316280,301390,397490,295300,274140,271650
rsaE,2023300,1674100,944970,991540,1066200,940530
dnaX,464580,375640,176440,301860,334860,271510
CCNA_01412,3560300,2738700,2408100,2833200,3216600,2580300
CCNA_00773,1379900,1262300,1009400,1051700,1137000,1003300
CCNA_00968,1124700,1046800,1113800,891610,985890,937630
ychF,3807100,3330500,5149700,4180100,4949400,4957100
iolD,959700,885700,740660,632590,685370,647800
CCNA_00578,206950,172380,213220,149480,172600,148990
lpxB,607260,539130,578140,565190,611230,566240
ibpA,6731300,5847500,6154100,3187900,3613700,3834400
flgE,1387700,1227200,1812300,1084800,1287100,1090100
perA,1690100,1486200,2147200,2610400,3130400,2726200
ntrY,251650,195000,124110,129310,148830,103140
bcerS,2490900,2135900,1980000,1740100,1830600,1646700
ppx1,1486100,1264500,1122100,1139200,1226300,1080000
CCNA_01335,892220,809760,615990,679440,746930,615610
CCNA_02458,1863300,1720100,2162600,1668100,1946700,1808900
CCNA_01609,278190,243410,318600,209670,224570,230650
CCNA_01699,284140,238000,262380,243620,290680,239140
murE,1821000,1646400,2094200,1554200,1771200,1770100
CCNA_03028,1588600,1425700,2390500,1733100,2030100,1852300
CCNA_03163,2492800,2226900,1868000,1660700,1743600,1496300
CCNA_03009,1203200,1122700,1195700,1017800,1124700,905670
CCNA_02756,3032300,2503800,4383300,4053600,4699900,4066800
CCNA_02900,7184800,6175400,7390300,6457200,7574000,6851000
CCNA_03239,3485100,2798500,3015700,3203400,3516900,2763600
CCNA_03300,1397900,932390,848940,933320,933320,705350
xylR,1860800,1568400,1483000,1479600,1609100,1436500
hisC,1179400,1131300,1389700,3339800,3702800,3545200
CCNA_03726,2952600,2877200,4213200,3741500,4155100,3784600
CCNA_02747,4051700,3707900,3609100,2936400,3318600,2769000
CCNA_03640,1380300,1265800,1972000,1696600,2091500,1815000
dnaE1,179740,146960,73463,103360,138770,87284
proS,6102500,6485600,6606600,5423600,6334900,7212000
rpsD,16226000,15019000,8713200,10711000,11209000,8786300
murG,2151700,1755900,1589000,1674300,1869400,1686200
murD,1616600,1295500,1467800,1791500,2062000,1834700
rplA,26519000,23346000,14591000,16954000,17916000,14600000
accA,4365200,3853200,2638400,2759500,2947400,2622900
hutI,305290,284240,426160,713780,781610,724410
CCNA_00088,484360,364410,227390,408430,502690,376930
CCNA_00103,784080,522140,1038400,553320,687780,449650
gshB,3710100,3476600,4015400,4357500,4999500,4190100
leuB,4360700,4155200,7076800,2728000,3506900,3212200
CCNA_00215,13306000,12325000,15821000,11159000,12282000,10871000
dapD,6776500,5702700,9296600,6608900,7466100,4952700
CCNA_00307,474530,442670,324630,366120,369320,349990
astB,7240900,7028400,10971000,4206000,5635400,5161200
rsaD,2693500,2216000,814790,2322800,2476800,1797500
divJ,325420,227500,58990,224570,252550,170550
CCNA_01121,1076000,835600,427810,666820,743250,599960
CCNA_00656,404460,358320,157700,242020,265720,237760
sapA,137260,115950,143260,126210,144390,128780
CCNA_01654,1670700,1479600,1988600,1481700,1795900,1504100
astD,2164200,1998900,3223700,2940900,3437800,3436300
CCNA_01777,221330,195930,120700,164070,168910,143400
CCNA_00657,704430,621900,426280,439580,473730,384330
CCNA_01843,203550,179170,304290,324760,370460,380290
CCNA_01522,1152600,821360,522410,763420,952050,739440
mreB,3059000,2352100,1048000,1693200,1767400,1540600
CCNA_01508,4325400,3774800,4081900,3667700,4046700,3538900
CCNA_02213,2853800,2620200,4732900,3212000,3733400,4170500
sufC,2391600,2060500,2077800,2354600,2761900,2772600
CCNA_01644,583780,476650,456010,407620,447350,389730
CCNA_01724,9896400,8484800,8178100,5749400,6063600,5308700
CCNA_02333,638070,519660,516110,516200,574930,584420
CCNA_02130,2273400,1992900,2504500,1017100,1198400,1008000
